"Time / s","GaNFET 1","GaNFET 2","GaNFET 3","GaNFET 4","GaNFET 5","GaNFET 6","MOSFET 7","MOSFET 8"
0,0,0,0,0,0,0,0,0
0.10000000000000001,28.117395697097766,28.115327949580301,28.120319450350124,30.458424604140756,30.458093925832372,30.454392360327454,25.015695360618498,25.661367443916248
0.20000000000000001,29.942664361908985,29.944551929640543,29.942888590250906,30.353175180607831,30.355746079874816,30.353560813227585,25.080158222013459,26.145148597828562
0.30000000000000004,28.263473325585256,28.264902657173735,28.261972948635425,28.260738427625718,28.26349583395935,28.261004417786506,25.150390340176624,26.194748087381559
0.40000000000000002,28.045696982641697,28.047246282684032,28.044464530207289,28.041808995626283,28.044570028634176,28.042276038296343,25.221388889548589,26.25521801309381
0.5,28.315341734771124,28.317222513532581,28.31597939020148,28.31324249709483,28.314579761992025,28.312669237206311,25.328501482556096,26.351839997925332
0.60000000000000009,28.441424278557069,28.44333643693701,28.442207919678072,28.440269680852051,28.441485042810946,28.439368428414426,25.451100412822136,26.464334510413558
0.70000000000000007,28.434474786038216,28.436303991050806,28.435224265672456,28.432977255409586,28.434184717323621,28.431923632113865,25.570822787061424,26.573827375147001
0.80000000000000004,28.428933080606331,28.430899497033064,28.429728860512807,28.42704847222641,28.428130020283763,28.426030316156019,25.689159496374902,26.681936096858518
0.90000000000000013,28.426299029464584,28.428290504575966,28.42710252820358,28.423934370428672,28.425059769516871,28.423029250035732,25.80622573340499,26.788793698383031
1,28.425588465379199,28.427463511635811,28.426312445854123,28.422840542044909,28.424008572765977,28.42189737155751,25.922184761896869,26.89450214765975
1.1000000000000001,28.425156354107227,28.427032113278514,28.425890530058009,28.422597619954473,28.423776794555327,28.421631812904817,26.037009073618826,26.999196229095467
